"Year","Afghanistan","Angola","Albania","UnitedArabEmirates","Argentina","Armenia","Australia","Austria","Azerbaijan","Burundi","Belgium","Benin","BurkinaFaso","Bangladesh","Bulgaria","Bahrain","BosniaandHerzegovina","Belarus","Bolivia(PlurinationalStateof)","Brazil","Barbados","Botswana","CentralAfricanRepublic","Canada","Switzerland","Chile","China","Côted'Ivoire","Cameroon","D.R.oftheCongo","Congo","Colombia","Comoros","CaboVerde","CostaRica","Czechoslovakia","Cuba","Cyprus","CzechRepublic","Germany","Djibouti","Dominica","Denmark","DominicanRepublic","Algeria","Ecuador","Egypt","Spain","Estonia","Ethiopia","Finland","France","Gabon","UnitedKingdom","Georgia","Ghana","Guinea","Gambia","Guinea-Bissau","EquatorialGuinea","Greece","Guatemala","ChinaHongKongSAR","Honduras","Croatia","Haiti","Hungary","Indonesia","India","Ireland","Iran(IslamicRepublicof)","Iraq","Iceland","Israel","Italy","Jamaica","Jordan","Japan","Kazakhstan","Kenya","Kyrgyzstan","Cambodia","RepublicofKorea","Kuwait","LaoPeople'sDR","Lebanon","Liberia","Libya","SaintLucia","SriLanka","Lesotho","Lithuania","Luxembourg","Latvia","Morocco","RepublicofMoldova","Madagascar","Mexico","TFYRofMacedonia","Mali","Malta","Myanmar","Montenegro","Mongolia","Mozambique","Mauritania","Mauritius","Malawi","Malaysia","Namibia","Niger","Nigeria","Nicaragua","Netherlands","Norway","Nepal","NewZealand","Oman","Pakistan","Panama","Peru","Philippines","Poland","PuertoRico","D.P.R.ofKorea","Portugal","Paraguay","StateofPalestine","Qatar","Romania","RussianFederation","Rwanda","SaudiArabia","Sudan(Former)","Senegal","Singapore","SierraLeone","ElSalvador","Serbia","SaoTomeandPrincipe","FormerUSSR","Slovakia","Slovenia","Sweden","Swaziland","Seychelles","SyrianArabRepublic","Chad","Togo","Thailand","Tajikistan","Turkmenistan","TrinidadandTobago","Tunisia","Turkey","TaiwanProvinceofChina","U.R.ofTanzania:Mainland","Uganda","Ukraine","Uruguay","UnitedStates","Uzbekistan","Venezuela(BolivarianRepublicof)","VietNam","Yemen","FormerYugoslavia","SouthAfrica","Zambia","Zimbabwe"
"1695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1376","","","","1694","","2502","","","","","","","","","","","","","","","","","","","","","2389","","","","","","","","","","","","","","","","","","","","","","","1382","","","","","","","","","","","","","","","","3786","","","","","","","1135","","998","","","1574","","","","","","","","","","","","","","","","","","1691","","","","","","","","","","","","","","","","","","","","","","","","",""
"1696","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1694","","2392","","","","","","","","","","","","","","","","","","","","","2396","","","","","","","","","","","","","","","","","","","","","","","1380","","","","","","","","","","","","","","","","3430","","","","","","","1089","","995","","","1560","","","","","","","","","","","","","","","","","","1666","","","","","","","","","","","","","","","","","","","","","","","","",""
"1697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1677","","2361","","","","","","","","","","","","","","","","","","","","","2427","","","","","","","","","","","","","","","","","","","","","","","1393","","","","","","","","","","","","","","","","3653","","","","","","","1036","","985","","","1743","","","","","","","","","","","","","","","","","","1533","","","","","","","","","","","","","","","","","","","","","","","","",""
"1698","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1677","","2417","","","","","","","","","","","","","","","","","","","","","2504","","","","","","","","","","","","","","","","","","","","","","","1415","","","","","","","","","","","","","","","","3612","","","","","","","1117","","977","","","1746","","","","","","","","","","","","","","","","","","1586","","","","","","","","","","","","","","","","","","","","","","","","",""
"1699","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1677","","2324","","","","","","","","","","","","","","","","","","","","","2527","","","","","","","","","","","","","","","","","","","","","","","1443","","","","","","","","","","","","","","","","3968","","","","","","","1157","","980","","","1496","","","","","","","","","","","","","","","","","","1663","","","","","","","","","","","","","","","","","","","","","","","","",""
"1700","","","","","","","","","","","2192","","","","","","","","","","","","","","","","1543","","","","","","","","","","","","","1497","","","","","","","","","","","1331","1694","","2412","","","","","","","","","","","","","","","1162","","","","","","2604","","","1073","","","","","","","","","","","","","","","","","","","","1476","","","","","","","","","","","","","","","","3377","","","","","","","1157","","985","","","1572","","","","","","","","","","","","","","","","","","2002","","","","","","","","","","","897","","","","","","","","","","","","2715","",""
"1701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1610","","2613","","","","","","","","","","","","","","","","","","","","","2581","","","","","","","","","","","","","","","","","","","","","","","1498","","","","","","","","","","","","","","","","3746","","","","","","","1090","","991","","","1791","","","","","","","","","","","","","","","","","","2043","","","","","","","","","","","","","","","","","","","","","","","2715","",""
"1702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1610","","2526","","","","","","","","","","","","","","","","","","","","","2565","","","","","","","","","","","","","","","","","","","","","","","1541","","","","","","","","","","","","","","","","4271","","","","","","","1042","","998","","","1707","","","","","","","","","","","","","","","","","","2045","","","","","","","","","","","","","","","","","","","","","","","2710","",""
"1703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1610","","2345","","","","","","","","","","","","","","","","","","","","","2596","","","","","","","","","","","","","","","","","","","","","","","1564","","","","","","","","","","","","","","","","3342","","","","","","","1127","","991","","","1573","","","","","","","","","","","","","","","","","","1890","","","","","","","","","","","","","","","","","","","","","","","2581","",""
"1704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1610","","2778","","","","","","","","","","","","","","","","","","","","","2611","","","","","","","","","","","","","","","","","","","","","","","1538","","","","","","","","","","","","","","","","3580","","","","","","","1087","","982","","","1540","","","","","","","","","","","","","","","","","","1897","","","","","","","","","","","","","","","","","","","","","","","2332","",""
"1705","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1376","","","","1592","","2630","","","","","","","","","","","","","","","","","","","","","2619","","","","","","","","","","","","","","","","","","","","","","","1478","","","","","","","","","","","","","","","","4225","","","","","","","1189","","983","","","1655","","","","","","","","","","","","","","","","","","1879","","","","","","","","","","","","","","","","","","","","","","","2249","",""
"1706","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1610","","2220","","","","","","","","","","","","","","","","","","","","","2588","","","","","","","","","","","","","","","","","","","","","","","1465","","","","","","","","","","","","","","","","3913","","","","","","","1054","","990","","","1698","","","","","","","","","","","","","","","","","","1884","","","","","","","","","","","","","","","","","","","","","","","2844","",""
"1707","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1610","","2485","","","","","","","","","","","","","","","","","","","","","2665","","","","","","","","","","","","","","","","","","","","","","","1431","","","","","","","","","","","","","","","","4074","","","","","","","1164","","987","","","1616","","","","","","","","","","","","","","","","","","1846","","","","","","","","","","","","","","","","","","","","","","","3145","",""
"1708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1610","","2636","","","","","","","","","","","","","","","","","","","","","2657","","","","","","","","","","","","","","","","","","","","","","","1406","","","","","","","","","","","","","","","","3880","","","","","","","1301","","982","","","1586","","","","","","","","","","","","","","","","","","1750","","","","","","","","","","","","","","","","","","","","","","","3366","",""
"1709","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1626","","2278","","","","","","","","","","","","","","","","","","","","","2511","","","","","","","","","","","","","","","","","","","","","","","1441","","","","","","","","","","","","","","","","4131","","","","","","","1301","","974","","","1485","","","","","","","","","","","","","","","","","","1824","","","","","","","","","","","","","","","","","","","","","","","3060","",""
